使用方法,#genre#
中台灣,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNEMjAj
DISCOVERY ASIA,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNEMjAw
DISCOVERY SCI,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNEMjAx
DMAX,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNEMjAy
BBC earth,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNEMjAz

夢工廠,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNEMjA3
cebbies卡通,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNEMjA5
TCNN,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNEMjA9

CN卡通,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNEMjIj
HBO HD,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNEMjIw
HBO原創,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNEMjIx
HBO家庭,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNEMjIy
HBO強檔,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNEMjIz


安博源test,#genre#
台視,http://p06.iptv2asia.com:18888/http/001
台視綜合,http://p06.iptv2asia.com:18888/http/002
台視財經,http://p06.iptv2asia.com:18888/http/003
台視財經,http://p06.iptv2asia.com:18888/http/004
中視,http://p06.iptv2asia.com:18888/http/005
中視新聞,http://p06.iptv2asia.com:18888/http/006
中視經典,http://p06.iptv2asia.com:18888/http/007
中視菁采,http://p06.iptv2asia.com:18888/http/008
華視,http://p06.iptv2asia.com:18888/http/009
華視教育,http://p06.iptv2asia.com:18888/http/010
華視教育,http://p06.iptv2asia.com:18888/http/011
民視,http://p06.iptv2asia.com:18888/http/012
民視台灣,http://p06.iptv2asia.com:18888/http/013
民視第一,http://p06.iptv2asia.com:18888/http/014
民視新聞,http://p06.iptv2asia.com:18888/http/015
公視,http://p06.iptv2asia.com:18888/http/016
公視台語,http://p06.iptv2asia.com:18888/http/017
公視3,http://p06.iptv2asia.com:18888/http/018
客家電視,http://p06.iptv2asia.com:18888/http/019
原民台,http://p06.iptv2asia.com:18888/http/020


央視頻道,#genre#
CCTV-1HD,http://101.71.255.229:6610/zjhs/2/10079/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-2HD,http://101.71.255.229:6610/zjhs/2/10082/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-3HD,http://101.71.255.229:6610/zjhs/2/10069/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-4HD,http://101.71.255.229:6610/zjhs/2/10090/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-5HD,http://101.71.255.229:6610/zjhs/2/10076/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-6,http://101.71.255.229:6610/zjhs/2/10066/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-7HD,http://101.71.255.229:6610/zjhs/2/10091/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-8HD,http://101.71.255.229:6610/zjhs/2/10062/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-9HD,http://101.71.255.229:6610/zjhs/2/10092/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-10HD,http://101.71.255.229:6610/zjhs/2/10084/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-11HD,http://101.71.255.229:6610/zjhs/2/10085/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-12HD,http://101.71.255.229:6610/zjhs/2/10086/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-13,http://101.71.255.229:6610/zjhs/2/10077/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-14HD,http://101.71.255.229:6610/zjhs/2/10087/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-15HD,http://101.71.255.229:6610/zjhs/2/10088/index.m3u8?virtualDomain=zjhs.live_hls.zte.com


衛視頻道,#genre#
浙江衛視高清,http://101.71.255.229:6610/zjhs/2/10059/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
湖南衛視高清,http://101.71.255.229:6610/zjhs/2/10024/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
東南衛視,http://101.71.255.229:6610/zjhs/2/10010/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
安徽衛視高清,http://101.71.255.229:6610/zjhs/2/10003/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
貴州衛視高清,http://101.71.255.229:6610/zjhs/2/10015/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
江西衛視高清,http://101.71.255.229:6610/zjhs/2/10029/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
天津衛視高清,http://101.71.255.229:6610/zjhs/2/10048/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
黑龍江高清,http://101.71.255.229:6610/zjhs/2/10020/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
四川衛視高清,http://101.71.255.229:6610/zjhs/2/10046/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
湖北衛視高清,http://101.71.255.229:6610/zjhs/2/10022/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
山東衛視高清,http://101.71.255.229:6610/zjhs/2/10040/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
深圳衛視高清,http://101.71.255.229:6610/zjhs/2/10045/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
廣東衛視高清,http://101.71.255.229:6610/zjhs/2/10013/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
江蘇衛視高清,http://101.71.255.229:6610/zjhs/2/10028/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
東方衛視高清,http://101.71.255.229:6610/zjhs/2/10009/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
北京衛視高清,http://101.71.255.229:6610/zjhs/2/10005/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
河北衛視高清,http://101.71.255.229:6610/zjhs/2/10017/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
北京衛視,http://101.71.255.229:6610/zjhs/2/10004/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
內蒙衛視,http://101.71.255.229:6610/zjhs/2/10035/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
安徽衛視,http://101.71.255.229:6610/zjhs/2/10002/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
兵團衛視,http://101.71.255.229:6610/zjhs/2/10006/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
東方衛視,http://101.71.255.229:6610/zjhs/2/10008/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
東南衛視,http://101.71.255.229:6610/zjhs/2/10010/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
甘肅衛視,http://101.71.255.229:6610/zjhs/2/10011/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
廣東衛視,http://101.71.255.229:6610/zjhs/2/10012/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
廣西衛視,http://101.71.255.229:6610/zjhs/2/10014/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
河南衛視,http://101.71.255.229:6610/zjhs/2/10018/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
黑龍江視,http://101.71.255.229:6610/zjhs/2/10019/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
湖北衛視,http://101.71.255.229:6610/zjhs/2/10021/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
湖南衛視,http://101.71.255.229:6610/zjhs/2/10023/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
吉林衛視,http://101.71.255.229:6610/zjhs/2/10025/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
江蘇衛視,http://101.71.255.229:6610/zjhs/2/10027/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
金鷹卡通,http://101.71.255.229:6610/zjhs/2/10030/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
卡酷少??兒,http://101.71.255.229:6610/zjhs/2/10031/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
遼寧衛視,http://101.71.255.229:6610/zjhs/2/10032/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
旅遊衛視,http://101.71.255.229:6610/zjhs/2/10034/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
寧夏衛視,http://101.71.255.229:6610/zjhs/2/10036/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
青海衛視,http://101.71.255.229:6610/zjhs/2/10038/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
山東衛視,http://101.71.255.229:6610/zjhs/2/10039/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
山西衛視,http://101.71.255.229:6610/zjhs/2/10041/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
陝西衛視,http://101.71.255.229:6610/zjhs/2/10042/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
深圳衛視,http://101.71.255.229:6610/zjhs/2/10044/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
四川衛視,http://101.71.255.229:6610/zjhs/2/10046/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
天津衛視,http://101.71.255.229:6610/zjhs/2/10047/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
西藏衛視,http://101.71.255.229:6610/zjhs/2/10049/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
新疆衛視,http://101.71.255.229:6610/zjhs/2/10050/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
雲南衛視,http://101.71.255.229:6610/zjhs/2/10054/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
浙江衛視,http://101.71.255.229:6610/zjhs/2/10058/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
重慶衛視,http://101.71.255.229:6610/zjhs/2/10081/index.m3u8?virtualDomain=zjhs.live_hls.zte.com


新唐人系列,#genre#
新唐人亞太台,https://live.ntdimg.com/aplive200/playlist.m3u8
新唐人美東台,https://live.ntdimg.com/live400/playlist.m3u8
新唐人美東台,https://live2.ntdimg.com/live330/playlist.m3u8
新唐人美西台,https://live.ntdimg.com/uwlive990/playlist.m3u8
新唐人美西台,https://live.ntdimg.com/uwlive520/playlist.m3u8
新唐人美西台,https://live.ntdimg.com/sflive220/playlist.m3u8
新唐人加東台,https://live.ntdimg.com/mllive860/playlist.m3u8
新唐人加東台,https://live.ntdimg.com/mllive220/playlist.m3u8
新唐人加西台,https://live.ntdimg.com/cwlive220/playlist.m3u8
新唐人舊金山台,https://live.ntdimg.com/sflive990/playlist.m3u8
新唐人中國台,https://live2.ntdimg.com/cnlive/playlist.m3u8
GOOD系列,#genre#
GOOD好消息,http://live.streamingfast.net/osmflivech1.m3u8
GOOD2真理台,http://live.streamingfast.net/osmflivech2.m3u8
GOOD真情部落格,http://live.streamingfast.net/osmflivech3.m3u8
GOOD共享觀點,http://live.streamingfast.net/osmflivech5.m3u8
GOOD經典音樂,http://live.streamingfast.net/osmflivech6.m3u8
GOOD禱告大軍,http://live.streamingfast.net/osmflivech7.m3u8
GOOD幸福學堂,http://live.streamingfast.net/osmflivech8.m3u8
GOOD愛+好醫生,http://live.streamingfast.net/osmflivech9.m3u8
GOOD烤箱讀書會,http://live.streamingfast.net/osmflivech10.m3u8
GOOD我們EYE旅行,http://live.streamingfast.net/osmflivech11.m3u8
GOOD孫叔唱副歌,http://live.streamingfast.net/osmflivech12.m3u8
GOOD健康新煮流,http://live.streamingfast.net/osmflivech13.m3u8
GOOD真情部落格,http://live.streamingfast.net/osmflivech14.m3u8
GOOD真情之夜,http://live.streamingfast.net/osmflivech15.m3u8
GOOD葉光明,http://live.streamingfast.net/osmflivech16.m3u8
GOOD大衛鮑森,http://live.streamingfast.net/osmflivech17.m3u8
GOOD國際講員,http://live.streamingfast.net/osmflivech18.m3u8
GOOD共享觀點,http://live.streamingfast.net/osmflivech19.m3u8
GOOD恩典時分,http://live.streamingfast.net/osmflivech20.m3u8
GOOD華語講員,http://live.streamingfast.net/osmflivech21.m3u8
GOOD職場新視野,http://live.streamingfast.net/osmflivech22.m3u8
GOOD空中主日學 生活,http://live.streamingfast.net/osmflivech23.m3u8
GOOD劉三講古,http://live.streamingfast.net/osmflivech24.m3u8
GOOD福氣人生,http://live.streamingfast.net/osmflivech25.m3u8
GOOD空中主日學 查經,http://live.streamingfast.net/osmflivech26.m3u8
GOOD空中聖經學院,http://live.streamingfast.net/osmflivech27.m3u8
GOOD詩歌精選,http://live.streamingfast.net/osmflivech28.m3u8
GOOD經典音樂河,http://live.streamingfast.net/osmflivech29.m3u8
GOOD敬拜讚美音樂,http://live.streamingfast.net/osmflivech30.m3u8
GOOD福音佈道音樂會,http://live.streamingfast.net/osmflivech31.m3u8
GOOD特會系列：禱告與轉化,http://live.streamingfast.net/osmflivech32.m3u8
GOOD特會系列：研經培靈,http://live.streamingfast.net/osmflivech33.m3u8
GOOD天國文化特會,http://live.streamingfast.net/osmflivech34.m3u8
GOOD天父的心,http://live.streamingfast.net/osmflivech35.m3u8
GOOD特會系列：醫治釋放,http://live.streamingfast.net/osmflivech36.m3u8
GOOD特會系列：以色列專題,http://live.streamingfast.net/osmflivech37.m3u8
GOOD特會系列：末世信息,http://live.streamingfast.net/osmflivech38.m3u8
GOOD全家歸主有良方,http://live.streamingfast.net/osmflivech39.m3u8
GOOD轉轉發現愛,http://live.streamingfast.net/osmflivech40.m3u8
GOOD幸福學堂,http://live.streamingfast.net/osmflivech41.m3u8
GOOD愛+醫生,http://live.streamingfast.net/osmflivech42.m3u8
GOOD我們EYE旅行,http://live.streamingfast.net/osmflivech43.m3u8
GOOD烤箱讀書會,http://live.streamingfast.net/osmflivech44.m3u8
GOOD卡通,http://live.streamingfast.net/osmflivech45.m3u8
GOOD少年體驗隊,http://live.streamingfast.net/osmflivech46.m3u8
GOOD蒙福人生,http://live.streamingfast.net/osmflivech47.m3u8
GOOD小小遊學生,http://live.streamingfast.net/osmflivech48.m3u8
 
 
傳說台_9538,#genre#
松視1台,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNENDA1
Happy 頻道,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEZm1pdHYlMjNpZCUzRGhhcHB5
Happy 頻道,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNENDAy
玩家頻道,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNENDAx
HOT 頻道,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNENDAz
松視4台,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNENDA0
松視2台,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNENDA2
松視3台,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNENDA3
彩虹R台,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNENDA4
樂活頻道,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNENDEw
潘多拉完美台,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNENDEx
潘多拉粉紅台,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNENDEy
驚艷台,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNENDEz
香蕉台,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEaGF0diUyM2lkJTNENDE0
K頻道,http://191.101.44.238/tV.php?aitangyuanTV&play&vkeys=dmlkJTNEdWJsaXZlJTIzaWQlM0Q0MDY_

美CR1,http://125.227.210.55:9051/VideoInput/play.ts
日無CR1,http://125.227.210.55:9053/VideoInput/play.ts
日無CR2,http://125.227.210.55:9054/VideoInput/play.ts
美CR2,http://125.227.210.55:9055/VideoInput/play.ts
日無CR3,http://125.227.210.55:9062/VideoInput/play.ts


TG點播台_9538,#genre#
↓↓有空添加↓↓,
↓↓左右可快轉↓↓,
三級片3439片,
台中港日韓美,
岳母睡婿記,http://okzy.xzokzyzy.com/20191207/16081_5fcf6b9b/岳母睡婿记.mp4
暴乳女警,https://youku.com-youku.com/20170830/LqZrEPmo/index.m3u8
愛的獵物,https://youku.com-youku.com/20170830/rGqUbpgL/index.m3u8
小媽媽們(韓),https://vip.kuyun99.com/20180811/lFBY0zOv/index.m3u8
玉蒲團1之偷情寶鑑,http://zy.zxziyuan-yun.com/20171229/QmyZsKju/index.m3u8
玉蒲團2之玉女心經,http://kbzy.zxziyuan-yun.com/20180525/ffsnFjGp/index.m3u8
玉蒲團3之官人我要,http://yun.zxziyuan-yun.com/20180127/bdQFIeoH/index.m3u8
3D肉蒲團之極樂寶鑑,http://kbzy.zxziyuan-yun.com/20180525/susMELc8/index.m3u8
不扣钮的女孩,http://yun.zxziyuan-yun.com/20180330/575wg5so/index.m3u8
色戒,https://qqc1107.phpdaniu.com/japan/20190829/5fjOUM6C/index.m3u8
蘋果,https://qqc1107.phpdaniu.com/japan/20190821/xKAFD0kH/800kb/hls/index.m3u8
醜聞,https://qqc1107.phpdaniu.com/japan/20190821/7vpRqM9k/index.m3u8
為你鍾情,https://qqc1107.phpdaniu.com/japan/20190820/zelJotND/800kb/hls/index.m3u8
魔鬼天使,https://qqc1107.phpdaniu.com/japan/20190821/lAEs5Rri/index.m3u8
一路向西,https://qqc1107.phpdaniu.com/japan/20190829/LGzK8FXD/800kb/hls/index.m3u8
蜜桃成熟時,https://qqc1107.phpdaniu.com/japan/20190820/OWLLUzio/index.m3u8
少女潘金蓮,https://qqc1107.phpdaniu.com/japan/20190930/mzOygvXT/800kb/hls/index.m3u8
唐朝豪放女,https://qqc1107.phpdaniu.com/japan/20190930/sy8A0Lc6/index.m3u8
金瓶梅【上集】,https://qqc1107.phpdaniu.com/japan/20190829/6iLi5qMz/800kb/hls/index.m3u8
金瓶梅【下集】,https://qqc1107.phpdaniu.com/japan/20190829/FQIZJjXg/index.m3u8
美人圖【第二集】,https://qqc1107.phpdaniu.com/japan/20190820/aVMEPQGA/index.m3u8
南洋十大邪術,https://qqc1107.phpdaniu.com/japan/20190829/weqi6SFY/800kb/hls/index.m3u8
愛人情人愛誘惑,https://qqc1107.phpdaniu.com/japan/20190821/XIo5Lk08/800kb/hls/index.m3u8
色即是空【前篇】,https://qqc1107.phpdaniu.com/japan/20190821/q5eiqO19/800kb/hls/index.m3u8
色即是空【後篇】,https://qqc1107.phpdaniu.com/japan/20190821/Lg2355tx/index.m3u8
滿清十大酷刑【赤裸凌遲】,https://qqc1107.phpdaniu.com/japan/20190829/LR1VP55H/800kb/hls/index.m3u8
《 Yumika的淫穢入學考試》,https://135zyv5.xw0371.com/2018/09/14/Ffl6daMvS5CuITW4/playlist.m3u8
《 我表妹表姐》,https://135zyv5.xw0371.com/2018/09/28/JnE6LOsLc1BJcNXE/playlist.m3u8
《 享受神聖按摩》,https://135zyv5.xw0371.com/2018/09/26/tTBd8CLs8CnVdtGf/playlist.m3u8
《 使命：朋友的母親》,https://135zyv5.xw0371.com/2018/09/22/8VswA0vlsKNu200O/playlist.m3u8
《 夏令時》,https://135zyv5.xw0371.com/2018/09/16/SqHPoNDQYvsIEkoO/playlist.m3u8
《 黑色內衣保持開放》,https://135zyv5.xw0371.com/2018/09/12/MpsR6n7hU9oUczJr/playlist.m3u8
《[日本]失蹤少女》,http://v.xw0371.com:80/20171201/qmS3UuU4/index.m3u8
《[克拉拉的背叛]中文字幕]》,https://135zyv3.xw0371.com/20180131/pgFiWqMp/index.m3u8
《[快樂到死》,http://v.xw0371.com:80/20171201/z8pSPvK9/index.m3u8
《[阿根廷]不要向下看》,http://v.xw0371.com:80/20171201/y7Gcu0QJ/index.m3u8
《[素食主義者]》,http://v.xw0371.com:80/20171201/dRyMt3XD/index.m3u8
《[國產三級]《素女經》1》,http://v.xw0371.com:80/20171201/ZW8fdyGZ/index.m3u8
《[國產三級]《素女經》2》,http://v.xw0371.com:80/20171201/KRrgWiEK/index.m3u8
《[情人公寓》,http://v.xw0371.com:80/20171201/TSL7ExtH/index.m3u8
《[教授和他的女大學生]》,http://v.xw0371.com:80/20171201/IYYem3tv/index.m3u8
《[禁忌》,http://v.xw0371.com:80/20171201/1KCunbZv/index.m3u8
《[墮落指南]》,http://v.xw0371.com:80/20171201/rWRSakWw/index.m3u8
《[韓國三級]夫妻交換》,http://v.xw0371.com:80/20171201/lyM2UhTv/index.m3u8
《[韓國三級]哥哥我衣服濕了2[高清中字]》,http://v.xw0371.com:80/20171201/o1dCspgi/index.m3u8
《[韓國三級]情深深》,http://v.xw0371.com:80/20171201/M4a8QS8N/index.m3u8
《[韓國三級]淫蕩小表妹》,http://v.xw0371.com:80/20171201/73jaTpYZ/index.m3u8
《[韓國三級]醜聞-朝鮮臥室七出之條》,http://v.xw0371.com:80/20171201/Au9351iz/index.m3u8
《[韓國三級]豐滿的姐姐》,http://v.xw0371.com:80/20171201/jlDeXXOr/index.m3u8
《□□ 2:  □》,https://135zyv6.xw0371.com/2019/02/18/bjBZtJIZRGkRDhvO/playlist.m3u8
《□□□ 2》,https://135zyv6.xw0371.com/2019/03/01/bwzn1kuE6mHRFwuJ/playlist.m3u8
《□□□□ □: □□□》,https://135zyv6.xw0371.com/2018/11/12/u8WmUHgbvfX3qWO1/playlist.m3u8
《□□□□□□□》,https://135zyv6.xw0371.com/2019/01/16/9A10EQSjT357LpYe/playlist.m3u8
《1448愛在你我之間》,https://135zyv6.xw0371.com/2019/03/13/lv22oelf3fYZhrk8/playlist.m3u8
《18歲老處女》,https://135zyv5.xw0371.com/2018/10/26/CxGmfiaHknra0Wr0/playlist.m3u8
《19禁：別人的目的》,https://135zyv4.xw0371.com/2018/06/12/ivj7fVqpbfAf6MLo/playlist.m3u8
《19禁性愛的沼澤》,https://135zyv3.xw0371.com/20180131/Cmggs4t1/index.m3u8
《1號寄宿公寓》,https://135zyv6.xw0371.com/2019/03/16/SNeF1kbB2nkKAO6l/playlist.m3u8
《2003赤裸天使》,https://135zyv5.xw0371.com/2018/10/31/5L4kb826FJe611FI/playlist.m3u8
《20夜1雨天》,https://v.xw0371.com/20171220/ZHmQLDdf/index.m3u8
《20歲的秘密生活》,https://135zyv6.xw0371.com/2018/11/18/EvQ08yS7N9EWoIBI/playlist.m3u8
《20歲的情事 》,https://135zyv4.xw0371.com/2018/08/03/DqmYTNAIdKAlFzTw/playlist.m3u8
《21歲的偶像實習生天真無邪》,https://135zyv6.xw0371.com/2018/11/23/O12cH8RLXNpH3TkO/playlist.m3u8
《28個旅館房間》,http://135zyv3.xw0371.com:80/20180131/0LnlF9DB/index.m3u8
《28歲未亡人下著》,https://135zyv6.xw0371.com/2019/01/09/3197UvzccLoRY4sg/playlist.m3u8
《30°熱水女孩》,https://135zyv5.xw0371.com/2018/10/22/FHlof6Wjw7rYX8BK/playlist.m3u8
《3096天》,https://135zyv3.xw0371.com/20180419/A7UAhjML/index.m3u8
《58天》,https://v.xw0371.com/20171221/46CcIGY9/index.m3u8
《5時9時女新入社員》,https://135zyv3.xw0371.com/20180131/WESqW9mo/index.m3u8
《90分鐘》,https://135zyv5.xw0371.com/2018/11/01/Vc0boo8sl9HuvXfL/playlist.m3u8
《AV演員的考驗》,https://135zyv3.xw0371.com/20180419/3cTieqvP/index.m3u8
《A片猛男日記》,https://135zyv5.xw0371.com/2018/08/29/WmdzL4nNqMRmNmm1/playlist.m3u8
《BD高清》,https://135zyv5.xw0371.com/2018/11/04/IB00Bhc3knqIaDkS/playlist.m3u8
《BJ事件》,https://135zyv6.xw0371.com/2018/12/04/cGSO4PDXUwxhdanS/playlist.m3u8
《BLUE7DAYS》,https://135zyv6.xw0371.com/2019/02/22/LYopwW8Z5oy4zVtY/playlist.m3u8
《Donarino syuhu》,https://135zyv6.xw0371.com/2019/03/13/qsT91dPS3rR74Qqr/playlist.m3u8
《DVD房的回憶  》,https://135zyv6.xw0371.com/2019/02/03/uu36z5ZsjgAJ24OF/playlist.m3u8
《Higaisha》,https://135zyv6.xw0371.com/2019/03/17/LnBsF8lu7kyEhzzD/playlist.m3u8
《Law的猥褻和暗示性的妹妹》,https://135zyv6.xw0371.com/2019/03/19/ofpwMqRnZcreKeox/playlist.m3u8
《Misojiduma No Kahanshin》,https://135zyv6.xw0371.com/2019/03/12/h2N3BQKqtD3Jhhpz/playlist.m3u8
《M的咒縛》,https://135zyv3.xw0371.com/20180415/gnRwFEYr/index.m3u8
《Nat 7 Tee Cherry》,https://135zyv6.xw0371.com/2019/03/04/8QCL2MTwZr33eo6q/playlist.m3u8
《OL官能日記：我在裡面》,https://135zyv3.xw0371.com/20180429/WoUJ7EUH/index.m3u8
《Perfect Fit》,https://135zyv3.xw0371.com/20180502/JLcMpAbb/index.m3u8
《Q - 性愛癒合》,https://135zyv5.xw0371.com/2018/10/09/Y5dKCHcxVYdtgPSQ/playlist.m3u8
《Q畸戀人》,https://135zyv6.xw0371.com/2019/02/22/jn6NDqrgZMJMQlHJ/playlist.m3u8
《Rage Rat Affair》,https://135zyv6.xw0371.com/2019/03/16/D6s0KW58SJFWVhgg/playlist.m3u8
《RQ-STAR29》,http://135zyv3.xw0371.com:80/20180131/rm1Sbaug/index.m3u8
《RQ-STAR30》,http://135zyv3.xw0371.com:80/20180131/zd0JEBpH/index.m3u8
《SEX and the 王手!》,https://135zyv4.xw0371.com/2018/05/19/grTnnSIpn8Qwn9sm/playlist.m3u8
《SM大全集》,https://135zyv3.xw0371.com/20180421/BYvRV0Oa/index.m3u8
《SP女探員美之祭品》,https://135zyv4.xw0371.com/2018/06/25/jlv4xDclrLEp0gNa/playlist.m3u8
《Suicide Girls: The First Tour》,https://135zyv3.xw0371.com/20180516/WyQy0qjf/index.m3u8
《Susanghan jinryosil: Eomma chinguui teukbyeolhan chiryo》,https://135zyv6.xw0371.com/2019/03/12/3LBXIYqyMtJIX03b/playlist.m3u8
《S機器人 夏娃》,https://135zyv4.xw0371.com/2018/07/13/6ngDSiFsXvst2XCU/playlist.m3u8
《Tsuyako和Ryokan的事務2》,https://135zyv5.xw0371.com/2018/10/07/lFFU0Vvi8EyrhACt/playlist.m3u8
《X姐》,https://135zyv6.xw0371.com/2018/11/12/qrt8rSumEPFEyVvK/playlist.m3u8
《一切都將消失：紅字的秘密》,https://135zyv6.xw0371.com/2018/12/27/tQxddTWeNVtejg71/playlist.m3u8
《一片雪》,https://v.xw0371.com/20171116/YaYKpaJi/index.m3u8
《一代女皇艷史》,https://135zyv3.xw0371.com/20180131/YA27Z8JV/index.m3u8
《一半海水 一半火焰》,http://v.xw0371.com:80/20171201/eDsFtK61/index.m3u8
《一半海水一半火焰》,https://v.xw0371.com/20171116/MuCqIPmx/index.m3u8
《一次性事件》,https://135zyv6.xw0371.com/2019/03/18/CG2xnHws8ijZefQt/playlist.m3u8
